,RunId,iteration,Step,height,width,density,minority_pc,preference,Number of Happy Agents,Average Utility of Majority Agents,Average Utility of Minority Agents
1637,279,9,60,70,60,0.7,0.1,1.0,386,0.04308976761683937,0.05223651104277327
1638,279,9,80,70,60,0.7,0.1,1.0,388,0.042277134090572405,0.055644084117665304
1639,279,9,100,70,60,0.7,0.1,1.0,389,0.041670549498338615,0.033929736278072845
1640,280,9,0,70,60,0.7,0.2,0.0,0,0.0,0.0
1641,280,9,20,70,60,0.7,0.2,0.0,1985,0.9195153061224601,0.02610544217687075
1642,280,9,40,70,60,0.7,0.2,0.0,1964,0.9318098072562498,0.031448412698412705
1643,280,9,60,70,60,0.7,0.2,0.0,1977,0.9432256235827784,0.03961167800453514
1644,280,9,80,70,60,0.7,0.2,0.0,1943,0.9344033446712137,0.030782312925170096
1645,280,9,100,70,60,0.7,0.2,0.0,2011,0.9569586167800533,0.07328514739229029
1646,281,9,0,70,60,0.7,0.2,0.25,0,0.0,0.0
1647,281,9,20,70,60,0.7,0.2,0.25,1308,0.5814655456931633,-0.13195623854564645
1648,281,9,40,70,60,0.7,0.2,0.25,1300,0.5773204044745749,-0.12964022652439974
1649,281,9,60,70,60,0.7,0.2,0.25,1315,0.5849226855411106,-0.1340844671201813
1650,281,9,80,70,60,0.7,0.2,0.25,1277,0.5791450562816458,-0.1344055772994128
1651,281,9,100,70,60,0.7,0.2,0.25,1320,0.5828314166705494,-0.12475916736557642
1652,282,9,0,70,60,0.7,0.2,0.5,0,0.0,0.0
1653,282,9,20,70,60,0.7,0.2,0.5,724,0.3515907476004099,-0.18153956217190056
1654,282,9,40,70,60,0.7,0.2,0.5,755,0.3581045374770917,-0.17395144130711615
1655,282,9,60,70,60,0.7,0.2,0.5,756,0.3565752114201843,-0.17574860994626168
1656,282,9,80,70,60,0.7,0.2,0.5,746,0.3599644138477302,-0.1691717725903146
1657,282,9,100,70,60,0.7,0.2,0.5,777,0.3613739302798745,-0.17889554794520554
1658,283,9,0,70,60,0.7,0.2,0.75,0,0.0,0.0
1659,283,9,20,70,60,0.7,0.2,0.75,510,0.2040357181685459,-0.11972968696611049
1660,283,9,40,70,60,0.7,0.2,0.75,513,0.20693733400894587,-0.11572634190662588
1661,283,9,60,70,60,0.7,0.2,0.75,498,0.20314883087938362,-0.12048756717298799
1662,283,9,80,70,60,0.7,0.2,0.75,495,0.20171611452800303,-0.11662599400490778
1663,283,9,100,70,60,0.7,0.2,0.75,518,0.20748424298372298,-0.12633554848880205
1664,284,9,0,70,60,0.7,0.2,1.0,0,0.0,0.0
1665,284,9,20,70,60,0.7,0.2,1.0,380,0.04433980213089844,0.04058879259466346
1666,284,9,40,70,60,0.7,0.2,1.0,385,0.04618492374118652,0.04088078153635888
1667,284,9,60,70,60,0.7,0.2,1.0,389,0.041862167241326374,0.0484756002857764
1668,284,9,80,70,60,0.7,0.2,1.0,390,0.04563181436958392,0.03921271705029045
1669,284,9,100,70,60,0.7,0.2,1.0,391,0.045071521759389076,0.0428649085204859
1670,285,9,0,70,60,0.7,0.30000000000000004,0.0,0,0.0,0.0
1671,285,9,20,70,60,0.7,0.30000000000000004,0.0,1341,0.6862771298995888,0.0621787603930461
1672,285,9,40,70,60,0.7,0.30000000000000004,0.0,1366,0.7187358276644116,0.07705971277399846
1673,285,9,60,70,60,0.7,0.30000000000000004,0.0,1378,0.7179138321995572,0.09686318972033264
1674,285,9,80,70,60,0.7,0.30000000000000004,0.0,1493,0.7482912212504179,0.16269841269841284
1675,285,9,100,70,60,0.7,0.30000000000000004,0.0,1690,0.8054178814383055,0.2864134542705966
1676,286,9,0,70,60,0.7,0.30000000000000004,0.25,0,0.0,0.0
1677,286,9,20,70,60,0.7,0.30000000000000004,0.25,818,0.44069347650997703,-0.0722249402043924
1678,286,9,40,70,60,0.7,0.30000000000000004,0.25,882,0.4634177072655539,-0.06120358721875363
1679,286,9,60,70,60,0.7,0.30000000000000004,0.25,897,0.4693815425713658,-0.05483923782602844
1680,286,9,80,70,60,0.7,0.30000000000000004,0.25,930,0.4783709219173644,-0.05622362910156447
1681,286,9,100,70,60,0.7,0.30000000000000004,0.25,968,0.4862452629453617,-0.04495506916617483
1682,287,9,0,70,60,0.7,0.30000000000000004,0.5,0,0.0,0.0
1683,287,9,20,70,60,0.7,0.30000000000000004,0.5,608,0.3145504402021736,-0.10386607078143273
1684,287,9,40,70,60,0.7,0.30000000000000004,0.5,653,0.3237009986643061,-0.1008059464272771
1685,287,9,60,70,60,0.7,0.30000000000000004,0.5,615,0.31071941659899427,-0.10477665952225639
1686,287,9,80,70,60,0.7,0.30000000000000004,0.5,617,0.3106254520725446,-0.11191265699582724
1687,287,9,100,70,60,0.7,0.30000000000000004,0.5,635,0.31443087672120384,-0.09885229967177132
1688,288,9,0,70,60,0.7,0.30000000000000004,0.75,0,0.0,0.0
1689,288,9,20,70,60,0.7,0.30000000000000004,0.75,454,0.18515902691800798,-0.08428326810176126
1690,288,9,40,70,60,0.7,0.30000000000000004,0.75,463,0.18260046272259717,-0.07851842791911282
1691,288,9,60,70,60,0.7,0.30000000000000004,0.75,471,0.1887302613478526,-0.08157224267180227
1692,288,9,80,70,60,0.7,0.30000000000000004,0.75,466,0.183167966305896,-0.09018811672309712
1693,288,9,100,70,60,0.7,0.30000000000000004,0.75,461,0.18480430251030625,-0.08240944589403493
1694,289,9,0,70,60,0.7,0.30000000000000004,1.0,0,0.0,0.0
1695,289,9,20,70,60,0.7,0.30000000000000004,1.0,378,0.036613105777210386,0.050175503991551164
1696,289,9,40,70,60,0.7,0.30000000000000004,1.0,381,0.03709546440885594,0.05045765642634539
1697,289,9,60,70,60,0.7,0.30000000000000004,1.0,389,0.039442247871099186,0.04879891073628858
1698,289,9,80,70,60,0.7,0.30000000000000004,1.0,392,0.042306224511983806,0.05316321353503356
1699,289,9,100,70,60,0.7,0.30000000000000004,1.0,394,0.0395929017399527,0.05151896374988362
1700,290,9,0,70,60,0.7,0.4,0.0,0,0.0,0.0
1701,290,9,20,70,60,0.7,0.4,0.0,722,0.41633125472411286,0.0723922902494331
1702,290,9,40,70,60,0.7,0.4,0.0,994,0.5075963718820882,0.17444727891156445
1703,290,9,60,70,60,0.7,0.4,0.0,1334,0.6150888133031053,0.3211734693877549
1704,290,9,80,70,60,0.7,0.4,0.0,1749,0.7362244897959302,0.5279832766439908
1705,290,9,100,70,60,0.7,0.4,0.0,1988,0.8025935374149782,0.6624645691610012
1706,291,9,0,70,60,0.7,0.4,0.25,0,0.0,0.0
1707,291,9,20,70,60,0.7,0.4,0.25,538,0.32817360010975466,0.007711012487186655
1708,291,9,40,70,60,0.7,0.4,0.25,573,0.34032830312490303,0.007773380470909827
1709,291,9,60,70,60,0.7,0.4,0.25,649,0.37049038222594977,0.031156520827509093
1710,291,9,80,70,60,0.7,0.4,0.25,660,0.37661142367906014,0.02537767818314535
1711,291,9,100,70,60,0.7,0.4,0.25,619,0.36351270721378276,0.014450564757866602
1712,292,9,0,70,60,0.7,0.4,0.5,0,0.0,0.0
1713,292,9,20,70,60,0.7,0.4,0.5,444,0.2305279874506876,-0.02128883802379395
1714,292,9,40,70,60,0.7,0.4,0.5,461,0.23791539827498717,-0.023274857888360836
1715,292,9,60,70,60,0.7,0.4,0.5,479,0.24391188172376976,-0.01869758177243503
1716,292,9,80,70,60,0.7,0.4,0.5,477,0.24559696595533126,-0.017730756686236148
1717,292,9,100,70,60,0.7,0.4,0.5,487,0.2465790311558418,-0.01699423205355201
1718,293,9,0,70,60,0.7,0.4,0.75,0,0.0,0.0
1719,293,9,20,70,60,0.7,0.4,0.75,428,0.16818391549922873,-0.038230336369707664
1720,293,9,40,70,60,0.7,0.4,0.75,415,0.16533927212437483,-0.03936968052061005
1721,293,9,60,70,60,0.7,0.4,0.75,418,0.1618855257095233,-0.03905798620818191
1722,293,9,80,70,60,0.7,0.4,0.75,414,0.16275151042152036,-0.036459231238157364
1723,293,9,100,70,60,0.7,0.4,0.75,420,0.16473607422421016,-0.041458789566054685
1724,294,9,0,70,60,0.7,0.4,1.0,0,0.0,0.0
1725,294,9,20,70,60,0.7,0.4,1.0,375,0.04259285144803789,0.03399574441648814
1726,294,9,40,70,60,0.7,0.4,1.0,376,0.04831070936746142,0.04130750473705478
1727,294,9,60,70,60,0.7,0.4,1.0,381,0.05211148386295201,0.03588047090982519
1728,294,9,80,70,60,0.7,0.4,1.0,386,0.05008568115221778,0.03285225048923687
1729,294,9,100,70,60,0.7,0.4,1.0,387,0.04651502914712347,0.03210946479048247
1730,295,9,0,70,60,0.7,0.5,0.0,0,0.0,0.0
1731,295,9,20,70,60,0.7,0.5,0.0,239,0.14843537414966,0.10711451247165533
1732,295,9,40,70,60,0.7,0.5,0.0,651,0.2924319727891151,0.25058956916099706
1733,295,9,60,70,60,0.7,0.5,0.0,1074,0.43647392290249426,0.4025056689342398
1734,295,9,80,70,60,0.7,0.5,0.0,1478,0.5876247165532924,0.5526360544217709
1735,295,9,100,70,60,0.7,0.5,0.0,1846,0.7321485260771058,0.6924263038548835
1736,296,9,0,70,60,0.7,0.5,0.25,0,0.0,0.0
1737,296,9,20,70,60,0.7,0.5,0.25,200,0.06904431864069835,0.13380744649457937
1738,296,9,40,70,60,0.7,0.5,0.25,330,0.08964959385580723,0.19789216599881942
1739,296,9,60,70,60,0.7,0.5,0.25,374,0.1042272000124252,0.2230482170036963
1740,296,9,80,70,60,0.7,0.5,0.25,379,0.10004331298729532,0.2247663506041685
1741,296,9,100,70,60,0.7,0.5,0.25,370,0.09582030643307574,0.21967452163513815
1742,297,9,0,70,60,0.7,0.5,0.5,0,0.0,0.0
1743,297,9,20,70,60,0.7,0.5,0.5,335,0.10408163265306124,0.10106385704966916
1744,297,9,40,70,60,0.7,0.5,0.5,366,0.08943477619358245,0.1323357562202963
1745,297,9,60,70,60,0.7,0.5,0.5,362,0.09443862019693736,0.131583807038797
1746,297,9,80,70,60,0.7,0.5,0.5,372,0.08602972695927681,0.1432167318982388
1747,297,9,100,70,60,0.7,0.5,0.5,381,0.07660900661634516,0.15959975771130386
1748,298,9,0,70,60,0.7,0.5,0.75,0,0.0,0.0
1749,298,9,20,70,60,0.7,0.5,0.75,363,0.0915723526853665,0.04739234849190822
1750,298,9,40,70,60,0.7,0.5,0.75,373,0.09302391047743297,0.04339862314788929
1751,298,9,60,70,60,0.7,0.5,0.75,375,0.08933527863200087,0.05357074907588606
1752,298,9,80,70,60,0.7,0.5,0.75,393,0.09165816326530629,0.05159099027738942
1753,298,9,100,70,60,0.7,0.5,0.75,391,0.09093473348243414,0.05584205029043584
1754,299,9,0,70,60,0.7,0.5,1.0,0,0.0,0.0
1755,299,9,20,70,60,0.7,0.5,1.0,380,0.02917404404684265,0.056214083807039184
1756,299,9,40,70,60,0.7,0.5,1.0,380,0.028397477712546266,0.05568073804864449
1757,299,9,60,70,60,0.7,0.5,1.0,386,0.03839809896561388,0.04376727860093823
1758,299,9,80,70,60,0.7,0.5,1.0,387,0.030302239617308227,0.05161246233653308
1759,299,9,100,70,60,0.7,0.5,1.0,388,0.03149131798838273,0.05678190911067668
1760,300,10,0,70,60,0.7,0.0,0.0,0,0.0,0.0
1761,300,10,15,70,60,0.7,0.0,0.0,2949,0.9389965986394531,0.0
1762,301,10,0,70,60,0.7,0.0,0.25,0,0.0,0.0
1763,301,10,20,70,60,0.7,0.0,0.25,2510,0.7998171574565888,0.0
1764,301,10,40,70,60,0.7,0.0,0.25,2491,0.797093739322213,0.0
1765,301,10,60,70,60,0.7,0.0,0.25,2495,0.7958186756437697,0.0
1766,301,10,80,70,60,0.7,0.0,0.25,2509,0.7979697643897733,0.0
1767,301,10,100,70,60,0.7,0.0,0.25,2498,0.7986363301028162,0.0
1768,302,10,0,70,60,0.7,0.0,0.5,0,0.0,0.0
1769,302,10,20,70,60,0.7,0.0,0.5,1142,0.47423286894666505,0.0
1770,302,10,40,70,60,0.7,0.0,0.5,1125,0.47418996365669425,0.0
1771,302,10,60,70,60,0.7,0.0,0.5,1141,0.47548166526884844,0.0
1772,302,10,80,70,60,0.7,0.0,0.5,1148,0.4757072966172773,0.0
1773,302,10,100,70,60,0.7,0.0,0.5,1147,0.4761564625850339,0.0
1774,303,10,0,70,60,0.7,0.0,0.75,0,0.0,0.0
1775,303,10,20,70,60,0.7,0.0,0.75,584,0.2497215427266803,0.0
1776,303,10,40,70,60,0.7,0.0,0.75,590,0.24812593187960125,0.0
1777,303,10,60,70,60,0.7,0.0,0.75,597,0.2491168111080051,0.0
1778,303,10,80,70,60,0.7,0.0,0.75,585,0.24592698723324882,0.0
1779,303,10,100,70,60,0.7,0.0,0.75,584,0.24848453079862032,0.0
1780,304,10,0,70,60,0.7,0.0,1.0,0,0.0,0.0
1781,304,10,20,70,60,0.7,0.0,1.0,376,0.04405196781909188,0.0
1782,304,10,40,70,60,0.7,0.0,1.0,382,0.042030255024384774,0.0
1783,304,10,60,70,60,0.7,0.0,1.0,385,0.04388764638275442,0.0
1784,304,10,80,70,60,0.7,0.0,1.0,386,0.043257074519306125,0.0
1785,304,10,100,70,60,0.7,0.0,1.0,388,0.04569393967632776,0.0
1786,305,10,0,70,60,0.7,0.1,0.0,0,0.0,0.0
1787,305,10,20,70,60,0.7,0.1,0.0,2487,1.0234567901234524,-0.08426870748299327
1788,305,10,40,70,60,0.7,0.1,0.0,2509,1.0689531368102643,-0.0014739229024943368
1789,305,10,60,70,60,0.7,0.1,0.0,2528,1.089698286722075,-0.013038548752834467
1790,305,10,80,70,60,0.7,0.1,0.0,2489,1.0765148652053216,-0.017120181405895694
1791,305,10,100,70,60,0.7,0.1,0.0,2483,1.077705341395798,-0.0043367346938775605
1792,306,10,0,70,60,0.7,0.1,0.25,0,0.0,0.0
1793,306,10,20,70,60,0.7,0.1,0.25,1738,0.6646098444451347,-0.20126376463827525
1794,306,10,40,70,60,0.7,0.1,0.25,1726,0.6644570010906435,-0.20750881402789417
1795,306,10,60,70,60,0.7,0.1,0.25,1773,0.6727965361690058,-0.18685379973907365
1796,306,10,80,70,60,0.7,0.1,0.25,1804,0.6752239315310078,-0.17437059298605298
1797,306,10,100,70,60,0.7,0.1,0.25,1798,0.6768763136913803,-0.17584073012766746
1798,307,10,0,70,60,0.7,0.1,0.5,0,0.0,0.0
1799,307,10,20,70,60,0.7,0.1,0.5,919,0.4156889049379258,-0.2541006585282516
1800,307,10,40,70,60,0.7,0.1,0.5,924,0.41548154015538286,-0.2529622122821731
1801,307,10,60,70,60,0.7,0.1,0.5,928,0.41752248590963553,-0.2612483692106979
1802,307,10,80,70,60,0.7,0.1,0.5,925,0.41571284906656697,-0.2556887366818873
1803,307,10,100,70,60,0.7,0.1,0.5,946,0.4179023131322553,-0.24826631565868362
1804,308,10,0,70,60,0.7,0.1,0.75,0,0.0,0.0
1805,308,10,20,70,60,0.7,0.1,0.75,559,0.22835583434286932,-0.17634986643059058
1806,308,10,40,70,60,0.7,0.1,0.75,555,0.2300431188457117,-0.18001953064330753
1807,308,10,60,70,60,0.7,0.1,0.75,547,0.2257061792246068,-0.17025682990091015
1808,308,10,80,70,60,0.7,0.1,0.75,559,0.22687175136416854,-0.1746197737085702
1809,308,10,100,70,60,0.7,0.1,0.75,549,0.22555553614139695,-0.18103168778927087
1810,309,10,0,70,60,0.7,0.1,1.0,0,0.0,0.0
1811,309,10,20,70,60,0.7,0.1,1.0,377,0.044093436461343206,0.051638554965365145
1812,309,10,40,70,60,0.7,0.1,1.0,380,0.046287150070582,0.04614512471655328
1813,309,10,60,70,60,0.7,0.1,1.0,383,0.04190610795307535,0.057285745348367695
1814,309,10,80,70,60,0.7,0.1,1.0,386,0.0464486758681155,0.05088528562109773
1815,309,10,100,70,60,0.7,0.1,1.0,390,0.043607133365777116,0.02807131985214176
1816,310,10,0,70,60,0.7,0.2,0.0,0,0.0,0.0
1817,310,10,20,70,60,0.7,0.2,0.0,1949,0.909289965986408,0.027891156462585012
1818,310,10,40,70,60,0.7,0.2,0.0,2006,0.9478599773242727,0.07293083900226757
1819,310,10,60,70,60,0.7,0.2,0.0,2033,0.9688492063492161,0.10310374149659876
1820,310,10,80,70,60,0.7,0.2,0.0,1991,0.9552508503401441,0.08107993197278918
1821,310,10,100,70,60,0.7,0.2,0.0,1944,0.937074829931985,0.05928287981859414
1822,311,10,0,70,60,0.7,0.2,0.25,0,0.0,0.0
1823,311,10,20,70,60,0.7,0.2,0.25,1391,0.6098415222253271,-0.12141061333209095
1824,311,10,40,70,60,0.7,0.2,0.25,1364,0.6014412464472104,-0.12937201992669212
1825,311,10,60,70,60,0.7,0.2,0.25,1345,0.6022281144192834,-0.12418975010095352
1826,311,10,80,70,60,0.7,0.2,0.25,1356,0.6030471128234404,-0.12000517387320209
1827,311,10,100,70,60,0.7,0.2,0.25,1355,0.6040553871377299,-0.12135698171962865
1828,312,10,0,70,60,0.7,0.2,0.5,0,0.0,0.0
1829,312,10,20,70,60,0.7,0.2,0.5,765,0.3653386168965307,-0.17991731509955577
1830,312,10,40,70,60,0.7,0.2,0.5,778,0.36437562610660695,-0.17505853368744775
1831,312,10,60,70,60,0.7,0.2,0.5,768,0.3664123654598825,-0.18192454493212828
1832,312,10,80,70,60,0.7,0.2,0.5,780,0.3654691528437854,-0.18282934178237506
1833,312,10,100,70,60,0.7,0.2,0.5,776,0.36410152245829774,-0.18519835445593755
1834,313,10,0,70,60,0.7,0.2,0.75,0,0.0,0.0
1835,313,10,20,70,60,0.7,0.2,0.75,506,0.20747123549762392,-0.12883997491690738
1836,313,10,40,70,60,0.7,0.2,0.75,506,0.2078296208609015,-0.1263389945019102
1837,313,10,60,70,60,0.7,0.2,0.75,516,0.21301328607927214,-0.12416999619482508
1838,313,10,80,70,60,0.7,0.2,0.75,506,0.2087565013162801,-0.11774298760600127
1839,313,10,100,70,60,0.7,0.2,0.75,520,0.2114774198777688,-0.12436680722517325
1840,314,10,0,70,60,0.7,0.2,1.0,0,0.0,0.0
1841,314,10,20,70,60,0.7,0.2,1.0,377,0.04996621936445871,0.028371074457180144
1842,314,10,40,70,60,0.7,0.2,1.0,380,0.046365669555493975,0.029282763333643953
1843,314,10,60,70,60,0.7,0.2,1.0,385,0.04108890131395075,0.02922452085857176
1844,314,10,80,70,60,0.7,0.2,1.0,389,0.0444568695057937,0.031614015469201416
1845,314,10,100,70,60,0.7,0.2,1.0,389,0.04891940794582741,0.020725778896033293
1846,315,10,0,70,60,0.7,0.30000000000000004,0.0,0,0.0,0.0
1847,315,10,20,70,60,0.7,0.30000000000000004,0.0,1407,0.7322076449627587,0.07108843537414967
1848,315,10,40,70,60,0.7,0.30000000000000004,0.0,1650,0.8141115970197751,0.20047241118669687
1849,315,10,60,70,60,0.7,0.30000000000000004,0.0,1879,0.865366861030144,0.3385959939531362
1850,315,10,80,70,60,0.7,0.30000000000000004,0.0,2124,0.9342363135730685,0.505820105820104
1851,315,10,100,70,60,0.7,0.30000000000000004,0.0,2245,0.9664399092970736,0.5779006046863164
1852,316,10,0,70,60,0.7,0.30000000000000004,0.25,0,0.0,0.0
1853,316,10,20,70,60,0.7,0.30000000000000004,0.25,887,0.4686396582442495,-0.07046721466364327
1854,316,10,40,70,60,0.7,0.30000000000000004,0.25,926,0.4810664668672423,-0.06526693820602827
1855,316,10,60,70,60,0.7,0.30000000000000004,0.25,938,0.4833517074474927,-0.06634733611861784
1856,316,10,80,70,60,0.7,0.30000000000000004,0.25,904,0.4740221365780493,-0.058216880740119444
1857,316,10,100,70,60,0.7,0.30000000000000004,0.25,937,0.48423151550248267,-0.06257626528541406
1858,317,10,0,70,60,0.7,0.30000000000000004,0.5,0,0.0,0.0
1859,317,10,20,70,60,0.7,0.30000000000000004,0.5,591,0.29345831613793577,-0.09369123981403812
1860,317,10,40,70,60,0.7,0.30000000000000004,0.5,584,0.29260204081632585,-0.0872045812236614
1861,317,10,60,70,60,0.7,0.30000000000000004,0.5,614,0.2989772344032199,-0.08836347704987634
1862,317,10,80,70,60,0.7,0.30000000000000004,0.5,602,0.30106026265692115,-0.09809708891166824
1863,317,10,100,70,60,0.7,0.30000000000000004,0.5,590,0.29379132442278916,-0.09558418496774661
1864,318,10,0,70,60,0.7,0.30000000000000004,0.75,0,0.0,0.0
1865,318,10,20,70,60,0.7,0.30000000000000004,0.75,438,0.18315824535946107,-0.08042428348812888
1866,318,10,40,70,60,0.7,0.30000000000000004,0.75,460,0.18733199819392854,-0.08011178025243582
1867,318,10,60,70,60,0.7,0.30000000000000004,0.75,447,0.18152164567718831,-0.0799501573841103
1868,318,10,80,70,60,0.7,0.30000000000000004,0.75,446,0.18278302514743638,-0.07485183761480237
1869,318,10,100,70,60,0.7,0.30000000000000004,0.75,457,0.1855850844904176,-0.07699561369448853
1870,319,10,0,70,60,0.7,0.30000000000000004,1.0,0,0.0,0.0
1871,319,10,20,70,60,0.7,0.30000000000000004,1.0,380,0.038563840408962526,0.0438340633056876
1872,319,10,40,70,60,0.7,0.30000000000000004,1.0,387,0.044000026625131854,0.04773035546029693
1873,319,10,60,70,60,0.7,0.30000000000000004,1.0,390,0.037166464759420176,0.04383768728191438
1874,319,10,80,70,60,0.7,0.30000000000000004,1.0,392,0.042014901198575136,0.052047546568094676
1875,319,10,100,70,60,0.7,0.30000000000000004,1.0,392,0.03641230791077062,0.05218318682115172
1876,320,10,0,70,60,0.7,0.4,0.0,0,0.0,0.0
1877,320,10,20,70,60,0.7,0.4,0.0,616,0.36468726379440675,0.05351473922902497
1878,320,10,40,70,60,0.7,0.4,0.0,938,0.4737339380196544,0.18456632653061197
1879,320,10,60,70,60,0.7,0.4,0.0,1372,0.5854213907785387,0.38221371882086036
1880,320,10,80,70,60,0.7,0.4,0.0,1635,0.6659627739984959,0.5228954081632656
1881,320,10,100,70,60,0.7,0.4,0.0,1937,0.7598025321239711,0.6611536281179179
1882,321,10,0,70,60,0.7,0.4,0.25,0,0.0,0.0
1883,321,10,20,70,60,0.7,0.4,0.25,564,0.33711406271031996,0.005358817328301175
1884,321,10,40,70,60,0.7,0.4,0.25,615,0.3577251848227868,0.019808144433572494
1885,321,10,60,70,60,0.7,0.4,0.25,637,0.3669877606674331,0.018804044163327448
1886,321,10,80,70,60,0.7,0.4,0.25,602,0.35863439839406086,0.01402828254589505
1887,321,10,100,70,60,0.7,0.4,0.25,632,0.36487532227502906,0.01817757354083185
1888,322,10,0,70,60,0.7,0.4,0.5,0,0.0,0.0
1889,322,10,20,70,60,0.7,0.4,0.5,478,0.25551268262251625,-0.030529977401919692
1890,322,10,40,70,60,0.7,0.4,0.5,520,0.27170913837376653,-0.029564753983785295
1891,322,10,60,70,60,0.7,0.4,0.5,513,0.2678453325774748,-0.03201088940142273
1892,322,10,80,70,60,0.7,0.4,0.5,501,0.26284521609252487,-0.038560449864877416
1893,322,10,100,70,60,0.7,0.4,0.5,517,0.26881772305573665,-0.029014071381977497
1894,323,10,0,70,60,0.7,0.4,0.75,0,0.0,0.0
1895,323,10,20,70,60,0.7,0.4,0.75,399,0.1468074387289165,-0.02213216479514181
1896,323,10,40,70,60,0.7,0.4,0.75,411,0.15855884496112008,-0.03591437288385673
1897,323,10,60,70,60,0.7,0.4,0.75,419,0.1592094619430726,-0.03161027824371757
1898,323,10,80,70,60,0.7,0.4,0.75,417,0.15668576696279743,-0.03413084269095767
1899,323,10,100,70,60,0.7,0.4,0.75,412,0.1560720045247933,-0.03835825140558503
1900,324,10,0,70,60,0.7,0.4,1.0,0,0.0,0.0
1901,324,10,20,70,60,0.7,0.4,1.0,375,0.03852183186821168,0.049486689653030276
1902,324,10,40,70,60,0.7,0.4,1.0,380,0.039056886072542,0.04755731059547124
1903,324,10,60,70,60,0.7,0.4,1.0,384,0.04297026268650581,0.04400024850122714
1904,324,10,80,70,60,0.7,0.4,1.0,388,0.04658310812909689,0.04391171993911737
1905,324,10,100,70,60,0.7,0.4,1.0,389,0.04322238788970707,0.04508977106824477
1906,325,10,0,70,60,0.7,0.5,0.0,0,0.0,0.0
1907,325,10,20,70,60,0.7,0.5,0.0,149,0.12901927437641728,0.08185374149659869
1908,325,10,40,70,60,0.7,0.5,0.0,576,0.2547789115646252,0.19871315192743716
1909,325,10,60,70,60,0.7,0.5,0.0,1134,0.4449603174603176,0.3859467120181401
1910,325,10,80,70,60,0.7,0.5,0.0,1605,0.6119047619047657,0.5692800453514759
1911,325,10,100,70,60,0.7,0.5,0.0,1897,0.7198582766439985,0.6809467120181458
1912,326,10,0,70,60,0.7,0.5,0.25,0,0.0,0.0
1913,326,10,20,70,60,0.7,0.5,0.25,160,0.06342782204205895,0.1161191874009878
1914,326,10,40,70,60,0.7,0.5,0.25,333,0.09063303746156003,0.19027457444164833
1915,326,10,60,70,60,0.7,0.5,0.25,377,0.10318114574596988,0.22228458049886599
1916,326,10,80,70,60,0.7,0.5,0.25,375,0.10385961233808574,0.22472956077408107
1917,326,10,100,70,60,0.7,0.5,0.25,333,0.0984315883887801,0.2036392616407291
1918,327,10,0,70,60,0.7,0.5,0.5,0,0.0,0.0
1919,327,10,20,70,60,0.7,0.5,0.5,361,0.10152168173205374,0.11521965178765568
1920,327,10,40,70,60,0.7,0.5,0.5,429,0.1084162317895194,0.13940243220575907
1921,327,10,60,70,60,0.7,0.5,0.5,427,0.10434613114652275,0.140746785015376
1922,327,10,80,70,60,0.7,0.5,0.5,442,0.10128055788525463,0.14435478986114983
1923,327,10,100,70,60,0.7,0.5,0.5,396,0.10051637778399033,0.13175942751529826
1924,328,10,0,70,60,0.7,0.5,0.75,0,0.0,0.0
1925,328,10,20,70,60,0.7,0.5,0.75,375,0.053266606871058914,0.08045225281893585
1926,328,10,40,70,60,0.7,0.5,0.75,386,0.05803287981859425,0.08627154971577687
1927,328,10,60,70,60,0.7,0.5,0.75,386,0.056138679215978565,0.08673279129003197
1928,328,10,80,70,60,0.7,0.5,0.75,389,0.05920318469853686,0.0921959936942814
1929,328,10,100,70,60,0.7,0.5,0.75,401,0.055350212002609256,0.09097560028577645
1930,329,10,0,70,60,0.7,0.5,1.0,0,0.0,0.0
1931,329,10,20,70,60,0.7,0.5,1.0,377,0.03865405522939777,0.04649364768738565
1932,329,10,40,70,60,0.7,0.5,1.0,382,0.043689932594042406,0.03930854533594268
1933,329,10,60,70,60,0.7,0.5,1.0,386,0.04499642779486237,0.038092131829901
1934,329,10,80,70,60,0.7,0.5,1.0,391,0.0486316901189702,0.0360345416705496
1935,329,10,100,70,60,0.7,0.5,1.0,392,0.04414779610474345,0.0416183642406736
1936,330,11,0,70,60,0.7,0.0,0.0,0,0.0,0.0
1937,330,11,20,70,60,0.7,0.0,0.0,2947,0.9522619047619046,0.0
1938,330,11,22,70,60,0.7,0.0,0.0,2947,0.9524319727891144,0.0
1939,331,11,0,70,60,0.7,0.0,0.25,0,0.0,0.0
1940,331,11,20,70,60,0.7,0.0,0.25,2556,0.8045510475879845,0.0
1941,331,11,40,70,60,0.7,0.0,0.25,2498,0.7975195112291479,0.0
1942,331,11,60,70,60,0.7,0.0,0.25,2485,0.7955387040661013,0.0
1943,331,11,80,70,60,0.7,0.0,0.25,2493,0.7972648168856585,0.0
1944,331,11,100,70,60,0.7,0.0,0.25,2533,0.8037879935079021,0.0
1945,332,11,0,70,60,0.7,0.0,0.5,0,0.0,0.0
1946,332,11,20,70,60,0.7,0.0,0.5,1124,0.4687623085763997,0.0
1947,332,11,40,70,60,0.7,0.0,0.5,1118,0.4680478287205294,0.0
1948,332,11,60,70,60,0.7,0.0,0.5,1137,0.4709128148976496,0.0
1949,332,11,80,70,60,0.7,0.0,0.5,1134,0.4696142018451224,0.0
1950,332,11,100,70,60,0.7,0.0,0.5,1118,0.4673430947721566,0.0
1951,333,11,0,70,60,0.7,0.0,0.75,0,0.0,0.0
